0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1
1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0
1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1
1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0
0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1
1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0
# Matrix Index: 20001 | P(1): 0.5
0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0
0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1
1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0
0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0
1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1
0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0
1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0
0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0
1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1
# Matrix Index: 20002 | P(1): 0.5
1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1
0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0
0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0
1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1
0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1
0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0
0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0
0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0
0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1
0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1
1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1
# Matrix Index: 20003 | P(1): 0.5
1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1
0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1
1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0
1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1
0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1
1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0
0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0
1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0
0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1
1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1
1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
# Matrix Index: 20004 | P(1): 0.5
0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1
1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1
0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1
1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1
0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1
1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1
# Matrix Index: 20005 | P(1): 0.5
1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0
1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0
0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0
1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1
1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1
1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1
1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1
1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1
1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1
1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
